MESA,TOTALMESAS,ELECTORES,EMITIDOS,PORCENTAJE,COLEGIO,COMUNA,CIRCUNSCRIPCION
6M,1,282,137,48.58,ESCUELA SAN ANDRES DE PICA,PICA,PICA
7M-8M,1,381,171,44.88,ESCUELA SAN ANDRES DE PICA,PICA,PICA
9M-11V,1,445,223,50.11,ESCUELA SAN ANDRES DE PICA,PICA,PICA
10M-3V,1,436,201,46.1,ESCUELA SAN ANDRES DE PICA,PICA,PICA
1V,1,317,120,37.85,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
2V,1,316,138,43.67,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
4V-12,1,431,185,42.92,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
5V,1,241,108,44.81,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
6V-8V,1,446,185,41.48,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
7V,1,241,100,41.49,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
9V,1,210,103,49.05,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
10V,1,244,114,46.72,LICEO PADRE ALBERTO HURTADO CRUCHAGA,PICA,PICA
1,1,341,146,42.82,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA
2,1,301,158,52.49,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA
3,1,309,157,50.81,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA
4,1,309,143,46.28,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA
5,1,303,155,51.16,ESCUELA BASICA LA TIRANA,POZO ALMONTE,LA TIRANA
1M-1V-2V,1,311,150,48.23,ESCUELA BASICA MAMINA,POZO ALMONTE,MAMI A
9V-10V,1,422,184,43.6,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
11V-12V,1,434,149,34.33,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
13V-14V,1,445,183,41.12,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
15V-16V,1,450,165,36.67,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
17V-21V,1,445,191,42.92,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
18V-24V,1,446,139,31.17,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
19V,1,244,72,29.51,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
20V,1,234,64,27.35,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
23V,1,236,108,45.76,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
25V,1,258,121,46.9,ACADEMIA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
1M,1,301,92,30.56,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
2M,1,294,82,27.89,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
3M-26V,1,446,174,39.01,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
4M,1,285,102,35.79,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
5M,1,296,104,35.14,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
6M,1,286,122,42.66,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
7M,1,283,101,35.69,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
8M,1,298,123,41.28,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
9M-22V,1,437,178,40.73,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
10M,1,269,123,45.72,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,POZO ALMONTE
11M,1,277,137,49.46,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
12M,1,252,116,46.03,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
13M,1,249,115,46.18,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
14M,1,265,128,48.3,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
1V,1,294,81,27.55,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
2V,1,286,125,43.71,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
3V,1,296,111,37.5,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
4V,1,294,144,48.98,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
5V,1,287,130,45.3,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
6V-8V,1,442,164,37.1,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
7V,1,241,109,45.23,LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,POZO ALMONTE
